tconst,averageRating,numVotes
tt1797547,6.4,113
tt1798085,5.9,396
tt1798108,6.3,769
tt1798162,6.3,18
tt1798181,6.5,184
tt1798188,7.4,39765
tt1798194,6.0,238
tt1798229,5.9,367
tt1798243,7.5,18331
tt1798276,6.0,428
tt1798603,5.6,24120
tt1798635,6.0,128
tt1798637,5.7,48
tt1798684,7.4,226400
tt1798709,8.0,568712
tt1799110,6.9,458
tt1799508,5.5,5386
tt1799516,6.3,4296
tt1799557,7.2,45
tt1799585,4.8,381
tt1800240,3.5,216
tt1800241,7.2,462594
tt1800246,6.1,100437
tt1800265,8.1,47
tt1800302,6.7,60847
tt1800312,6.9,263
tt1800338,7.1,3801
tt1800351,5.2,1314
tt1800372,7.4,3335
tt1800373,5.4,88
tt1800379,5.9,745
tt1800400,6.4,6
tt1800404,7.1,10
tt1800671,4.8,1305
tt1800704,5.7,38
tt1800741,6.4,55133
tt1801038,7.4,98
tt1801051,6.6,14372
tt1801061,6.6,5575
tt1801063,3.9,877
tt1801064,5.7,119
tt1801066,6.7,30
tt1801071,8.2,6930
tt1801098,5.2,334
tt1801523,7.0,51
tt1801528,7.4,65
tt1801532,6.2,77
tt1801552,4.7,14748
tt1801801,6.5,94
tt1801808,6.9,689
tt1801822,5.4,61
tt1801844,6.2,171
tt1802182,6.8,16
tt1802197,7.1,10597
tt1802198,7.6,99
tt1802202,6.9,62
tt1802504,5.7,59
tt1802759,5.6,6
tt1802806,6.9,189
tt1802810,5.7,3555
tt1803208,7.2,20
tt1804508,6.6,1425
tt1804528,6.9,54
tt1804604,7.1,136
tt1804607,6.5,848
tt1804623,7.7,869
tt1804642,7.2,3247
tt1805136,4.5,23
tt1805181,6.5,152
tt1805263,8.0,4045
tt1805297,7.1,10098
tt1805332,5.9,24
tt1805334,5.8,43
tt1805340,6.4,51
tt1805479,6.8,355
tt1805492,6.6,723
tt1806792,6.5,22
tt1806805,7.2,184
tt1806810,7.8,50
tt1806820,8.5,12
tt1806844,7.1,8
tt1806892,2.9,57
tt1806913,5.0,8757
tt1806920,3.4,15
tt1806954,7.2,1336
tt1806959,5.6,1159
tt1806971,7.0,200
tt1807022,8.0,2221
tt1807049,3.1,46
tt1807058,8.3,73
tt1807867,3.3,232
tt1807950,7.2,18278
tt1807958,5.8,1135
tt1807978,5.1,112
tt1807984,4.4,1022
tt1808015,6.2,5196
tt1808067,5.9,320
tt1808153,6.5,148
tt1808207,6.3,63
tt1808208,4.1,539
tt1808221,3.5,292
tt1808223,7.5,22814
tt1808231,6.8,134
tt1808240,6.1,2707
tt1808257,5.4,15
tt1808262,5.6,119
tt1808331,6.9,477
tt1808335,5.0,79
tt1808339,6.2,4663
tt1808344,5.7,8
tt1808426,6.1,310
tt1808453,6.4,192
tt1808454,6.6,10199
tt1808477,4.4,1985
tt1808513,4.8,314
tt1808518,5.0,841
tt1808641,6.0,625
tt1809214,6.0,189
tt1809231,6.6,3173
tt1809274,7.3,229
tt1809370,7.0,106
tt1809387,8.4,1341
tt1809398,7.2,157844
tt1809399,6.0,314
tt1810510,6.1,391
tt1810520,6.6,122
tt1810522,3.0,960
tt1810543,4.2,660
tt1810574,6.2,303
tt1810591,7.4,9
tt1810602,5.9,1470
tt1810618,5.1,162
tt1810680,8.9,15
tt1810683,7.4,22673
tt1810697,5.3,12108
tt1810699,6.4,14
tt1810798,5.9,175
tt1810830,6.3,11
tt1810833,6.5,621
tt1810858,5.1,385
tt1810861,5.7,268
tt1810864,4.6,921
tt1811303,4.9,85
tt1811307,6.2,2184
tt1811329,7.6,92
tt1813175,7.1,139
tt1813183,6.4,6
tt1813225,4.2,181
tt1813253,6.3,30
tt1813314,5.6,261
tt1813327,6.3,1795
tt1813407,5.9,81
tt1813416,4.4,15
tt1813526,5.7,16
tt1813609,4.8,2814
tt1813757,8.1,8328
tt1813774,6.7,715
tt1814621,5.7,34045
tt1814631,3.6,1553
tt1814655,6.9,97
tt1814665,6.4,389
tt1814671,5.3,51
tt1814672,4.8,174
tt1814746,7.1,251
tt1814819,6.4,567
tt1814830,6.8,129
tt1814836,7.4,8369
tt1814888,6.1,306
tt1814951,3.7,476
tt1815586,6.2,207
tt1815636,4.6,12
tt1815659,6.1,111
tt1815673,6.5,229
tt1815689,8.2,6
tt1815708,4.6,10074
tt1815717,6.3,2469
tt1815722,6.9,348
tt1815746,3.9,1465
tt1815753,6.2,1039
tt1815769,4.8,393
tt1815782,5.9,2665
tt1815799,6.2,2407
tt1815836,6.8,290
tt1815837,7.9,1323
tt1815852,6.7,6217
tt1815862,4.8,196390
tt1815874,6.5,176
tt1815893,5.9,84
tt1815998,5.3,694
tt1816084,7.0,27
tt1816504,6.7,12
tt1816518,7.9,19615
tt1816561,6.7,141
tt1816597,5.9,3340
tt1816603,6.4,126
tt1816608,4.7,5529
tt1816612,7.2,132
tt1816642,4.9,477
tt1816681,7.2,162
tt1817081,5.6,11641
tt1817142,7.6,138
tt1817150,6.8,94
tt1817186,5.2,50
tt1817191,6.3,2372
tt1817232,7.1,3765
tt1817236,6.9,302
tt1817273,7.3,256478
tt1817276,3.9,1707
tt1817286,6.2,1370
tt1817287,7.1,3478
tt1817289,7.5,94
tt1817294,7.6,39
tt1817676,5.6,6738
tt1817771,5.9,11646
tt1818377,5.6,309
tt1818443,7.0,406
tt1819550,6.7,47
tt1819603,6.1,151
tt1819691,4.6,13
tt1819752,6.6,12
tt1819757,6.3,75
tt1819769,4.6,86
tt1820400,5.7,985
tt1820407,4.4,171
tt1820462,3.9,3476
tt1820488,7.1,7226
tt1820494,6.3,91
tt1820517,7.6,13
tt1820518,6.4,60
tt1820524,1.2,227
tt1820526,6.6,793
tt1820531,6.8,184
tt1820667,6.4,235
tt1820701,5.5,282
tt1820707,4.7,220
tt1820720,4.4,198
tt1821317,8.1,5715
tt1821340,7.0,7
tt1821362,5.8,2546
tt1821373,7.2,826
tt1821374,5.5,812
tt1821384,4.5,19
tt1821406,6.9,248
tt1821426,6.2,6859
tt1821427,6.2,4665
tt1821446,5.6,197
tt1821467,6.6,13
tt1821468,5.0,353
tt1821478,7.1,6534
tt1821480,8.1,60441
tt1821489,5.8,155
tt1821493,5.7,125
tt1821502,6.8,147
tt1821504,7.5,19
tt1821536,3.8,46
tt1821549,7.7,115351
tt1821561,6.6,68
tt1821593,7.4,22891
tt1821597,6.5,1472
tt1821607,6.0,1333
tt1821641,6.5,18142
tt1821658,5.7,27644
tt1821680,4.7,1772
tt1821682,8.1,4579
tt1821689,6.7,74
tt1821694,6.6,165391
tt1821700,7.9,29629
tt1822164,7.1,18
tt1822204,5.5,70
tt1822212,5.4,36
tt1822237,6.7,397
tt1822239,4.5,602
tt1822255,6.7,1474
tt1822266,8.0,1764
tt1822268,5.8,41
tt1822279,6.1,235
tt1822304,6.2,663
tt1822311,6.7,693
tt1822319,8.3,50
tt1822322,6.7,59
tt1822355,6.2,43
tt1822395,5.0,2401
tt1822396,6.3,37
tt1823059,5.7,4140
tt1823067,7.0,620
tt1823125,6.1,1668
tt1823126,7.4,80
tt1823159,4.8,384
tt1823202,7.6,2185
tt1823231,3.6,181
tt1823664,5.3,36321
tt1823672,6.8,239754
tt1823746,5.4,66
tt1823780,5.1,27
tt1824204,4.8,95
tt1824254,6.9,7657
tt1824904,4.3,1059
tt1824932,7.0,860
tt1824959,7.0,24
tt1825017,7.3,7
tt1825022,5.5,7
tt1825106,6.2,7
tt1825130,5.3,76
tt1825132,6.7,22
tt1825157,6.5,48927
tt1825163,8.0,2189
tt1825639,4.8,10
tt1825665,2.7,80
tt1825674,5.8,29
tt1825683,7.3,678535
tt1825731,4.0,314
tt1825755,5.8,140
tt1825758,7.8,155
tt1825811,5.8,115
tt1825833,3.4,372
tt1825842,6.1,435
tt1825853,7.9,9
tt1825901,8.1,34
tt1825922,4.4,32
tt1825949,8.4,6
tt1825955,6.5,2558
tt1825970,6.3,149
tt1825974,5.8,293
tt1826550,5.9,611
tt1826590,6.1,23482
tt1826610,6.3,545
tt1826650,4.4,117
tt1826660,6.4,3566
tt1826714,6.5,1239
tt1826720,5.2,229
tt1826730,6.5,1035
tt1826753,5.6,515
tt1826755,7.7,8
tt1826766,1.3,96
tt1826813,5.1,760
tt1826846,6.9,14
tt1826860,6.5,65
tt1826876,6.4,428
tt1826955,7.1,450
tt1826956,3.5,204
tt1826958,5.3,136
tt1827354,3.8,2433
tt1827358,5.5,2336
tt1827372,5.7,703
tt1827487,7.9,44542
tt1827512,7.4,27066
tt1827528,6.5,2106
tt1827566,9.4,19
tt1827578,5.9,1763
tt1827579,6.3,3760
tt1828127,7.3,72
tt1828148,6.4,909
tt1828175,5.8,10
tt1828224,6.2,496
tt1828229,6.9,1426
tt1828239,7.9,13
tt1828245,6.8,11
tt1828249,6.1,19
tt1828287,6.2,47
tt1828289,7.1,2016
tt1828954,4.3,90
tt1828959,5.6,3167
tt1828968,3.6,884
tt1828970,5.4,7240
tt1828972,6.2,788
tt1828984,6.1,75
tt1828995,6.6,13041
tt1829003,8.1,16
tt1829012,5.3,22596
tt1829041,6.3,85
tt1829658,7.1,230
tt1829733,5.0,6
tt1829735,3.6,703
tt1830459,4.0,280
tt1830643,4.4,5346
tt1830645,6.2,174
tt1830713,5.3,7101
tt1830715,8.1,27
tt1830786,2.9,2797
tt1830802,8.2,1847
tt1830810,5.3,9
tt1830890,5.8,664
tt1831609,6.0,219
tt1831635,4.4,10
tt1831711,6.6,61
tt1831744,4.0,436
tt1831772,8.3,203
tt1831776,2.8,219
tt1831806,4.7,2312
tt1831825,4.0,120
tt1831832,3.6,28
tt1831833,5.4,77
tt1831837,5.5,24
tt1832354,5.7,116
tt1832362,6.9,334
tt1832381,6.3,967
tt1832382,8.3,232402
tt1832419,6.1,414
tt1832438,5.4,260
tt1832453,6.2,606
tt1832492,3.4,138
tt1832516,2.9,1013
tt1832533,6.4,183
tt1832879,5.0,102
tt1832937,6.1,124
tt1832938,7.0,22
tt1832949,7.3,6
tt1833033,6.5,40
tt1833038,4.1,10
tt1833112,5.7,50
tt1833116,6.6,30688
tt1833127,4.0,199
tt1833537,7.7,26
tt1833647,6.9,1582
tt1833652,7.5,379
tt1833673,5.4,44624
tt1833674,6.7,237
tt1833676,5.8,126
tt1833710,7.7,59
tt1833718,7.0,18
tt1833734,5.0,6
tt1833735,6.1,63
tt1833774,6.4,9
tt1833781,6.1,460
tt1833843,6.1,641
tt1833844,6.2,15364
tt1833845,5.4,2379
tt1833846,5.5,2312
tt1833859,6.1,8
tt1833879,3.9,3710
tt1833885,4.8,611
tt1833888,5.9,2122
tt1834234,6.5,501
tt1834294,5.6,8
tt1834303,6.8,322
tt1834308,7.3,72
tt1834319,7.0,3278
tt1834824,7.0,869
tt1835933,7.3,96
tt1835951,6.6,111
tt1835955,5.3,2269
tt1835979,6.8,88
tt1835980,6.3,645
tt1835986,2.7,22
tt1836020,4.5,405
tt1836099,7.1,1127
tt1836183,7.7,169
tt1836202,5.8,244
tt1836210,5.4,955
tt1836761,6.4,136
tt1836799,6.1,14
tt1836808,6.4,12743
tt1836818,5.5,148
tt1836832,6.5,46
tt1836869,5.0,383
tt1836907,6.6,120
tt1836912,7.2,8325
tt1836940,6.9,110
tt1836944,6.4,14448
tt1836987,6.0,3131
tt1837508,5.3,337
tt1837529,5.1,105
tt1837530,4.4,121
tt1837562,6.5,9771
tt1837574,6.2,3062
tt1837575,6.4,62
tt1837587,6.2,2167
tt1837613,6.4,3875
tt1837636,5.7,11007
tt1837683,5.4,81
tt1837703,6.2,40088
tt1837709,6.2,53476
tt1838452,6.6,387
tt1838458,5.8,79
tt1838475,3.7,1734
tt1838495,5.5,117
tt1838515,4.5,181
tt1838519,6.4,32
tt1838520,6.0,9128
tt1838544,5.9,43457
tt1838556,6.0,43219
tt1838560,5.5,588
tt1838571,6.4,10249
tt1838588,7.4,627
tt1838602,6.9,31
tt1838603,6.8,12430
tt1838618,3.6,1317
tt1838625,5.2,223
tt1838628,9.8,10
tt1838650,6.8,7
tt1838722,5.6,9102
tt1838723,7.8,275
tt1839454,3.5,152
tt1839482,5.6,2234
tt1839492,7.2,98346
tt1839494,7.2,14634
tt1839522,7.8,4906
tt1839590,7.6,1286
tt1839591,5.2,5437
tt1839596,7.7,42054
tt1839642,6.2,5416
tt1839654,7.0,18335
tt1839662,7.4,38
tt1839688,6.1,720
tt1840309,6.6,439777
tt1840313,5.4,32
tt1840372,6.7,1462
tt1840388,4.6,3596
tt1840417,7.0,76498
tt1840911,6.5,4738
tt1841490,6.3,772
tt1841504,5.5,259
tt1841542,7.5,7507
tt1841584,6.4,702
tt1841594,3.0,238
tt1841609,7.6,11
tt1841611,5.6,2401
tt1841642,5.3,14573
tt1841653,6.4,393
tt1841701,6.0,25
tt1841705,6.2,118
tt1841724,6.9,9
tt1841729,7.2,17
tt1841745,5.9,285
tt1841830,5.8,120
tt1841898,7.9,147
tt1842347,5.3,627
tt1842356,4.6,2169
tt1842367,6.4,233
tt1842371,5.4,267
tt1842412,5.9,9
tt1842422,5.5,13
tt1842446,5.7,244
tt1842448,4.5,73
tt1842532,6.7,1571
tt1843110,5.9,67
tt1843120,6.7,2006
tt1843164,5.2,75
tt1843202,5.3,1638
tt1843204,7.0,31
tt1843221,4.7,406
tt1843287,7.0,11209
tt1843303,5.1,4654
tt1843335,8.0,1971
tt1843840,6.4,474
tt1843849,6.6,2029
tt1843853,6.6,85
tt1843866,7.7,779018
tt1843880,5.6,978
tt1843917,6.3,22
tt1843986,6.6,214
tt1844016,4.9,148
tt1844025,3.7,1531
tt1844036,6.8,183
tt1844075,5.7,17
tt1844084,7.1,19
tt1844203,5.2,2673
tt1844628,4.2,223
tt1844678,6.8,1053
tt1844701,7.3,10
tt1844735,6.1,682
tt1844770,2.6,4989
tt1845283,4.7,264
tt1845299,5.0,24
tt1845773,7.6,4331
tt1845810,8.0,50
tt1845838,7.6,8292
tt1845842,5.8,268
tt1845846,6.4,583
tt1845849,5.4,2208
tt1846445,7.2,3653
tt1846449,5.3,75
tt1846472,6.4,4318
tt1846473,4.6,383
tt1846487,6.8,5327
tt1846492,7.4,2549
tt1846526,6.5,5505
tt1846589,6.6,59106
tt1846610,5.5,25
tt1846612,5.6,379
tt1846639,3.7,35
tt1846673,5.4,161
tt1846675,4.6,480
tt1846700,5.8,144
tt1846732,4.8,7
tt1846783,7.0,388
tt1846803,6.2,383
tt1846985,6.1,1384
tt1847541,5.9,2689
tt1847544,3.3,10
tt1847582,4.5,27
tt1847584,5.8,632
tt1847591,7.8,104
tt1847615,5.6,554
tt1847616,6.2,262
tt1847626,6.3,47
tt1847669,5.4,59
tt1847672,5.7,988
tt1847680,7.6,380
tt1847687,5.7,109
tt1847690,7.6,9
tt1847713,4.8,1335
tt1847731,7.4,19530
tt1847736,5.9,103
tt1847746,6.8,7066
tt1847750,7.0,527
tt1848771,6.2,5334
tt1848776,3.5,696
tt1848784,6.0,134
tt1848789,6.6,768
tt1848824,5.6,1022
tt1848832,4.6,1231
tt1848871,7.1,257
tt1848876,4.4,10
tt1848903,4.9,23
tt1848926,7.6,4108
tt1848975,6.5,168
tt1849027,5.7,1180
tt1849106,5.6,13
tt1849109,5.8,107
tt1849111,5.3,965
tt1849718,6.9,23434
tt1849742,6.9,60
tt1849759,6.3,242
tt1849765,4.5,49
tt1849772,6.2,88
tt1849786,3.4,11
tt1849810,3.8,611
tt1849814,6.8,413
tt1849856,6.4,132
tt1849858,4.6,361
tt1850394,5.4,3521
tt1850397,6.3,54223
tt1850418,6.6,2999
tt1850419,6.4,6545
tt1850457,6.0,64972
tt1851006,6.5,1205
tt1851033,6.0,27
tt1851085,5.6,353
tt1851871,4.2,510
tt1851909,7.7,1041
tt1851923,5.8,33
tt1851974,7.0,305
tt1851988,7.8,5417
tt1852006,7.2,3814
tt1852036,7.1,3345
tt1852040,6.5,878
tt1852069,2.9,46
tt1852097,4.7,243
tt1852099,4.1,176
tt1852110,6.8,70
tt1852137,3.5,625
tt1852770,3.6,4299
tt1852904,6.7,1730
tt1852947,4.1,419
tt1853544,6.1,404
tt1853563,8.3,6123
tt1853588,6.6,34
tt1853614,7.3,7207
tt1853620,6.6,265
tt1853643,5.6,7402
tt1853728,8.4,1430287
tt1853739,6.6,93793
tt1854236,6.5,13845
tt1854361,5.4,34
tt1854513,7.5,10726
tt1854524,8.2,1155
tt1854535,7.1,582
tt1854551,6.2,201
tt1854552,5.2,271
tt1854564,5.8,114069
tt1854568,6.0,1351
tt1854569,4.7,314
tt1854580,5.6,332
tt1854589,5.6,217
tt1854593,6.6,94
tt1855153,5.7,84
tt1855167,7.6,34
tt1855173,7.0,40
tt1855199,7.6,236037
tt1855229,6.9,8
tt1855232,4.5,270
tt1855236,5.5,2783
tt1855246,6.7,12
tt1855282,7.0,311
tt1855294,7.9,17
tt1855324,3.4,301
tt1855325,5.4,137225
tt1855416,6.2,7
tt1855417,5.7,507
tt1856014,6.3,8124
tt1856021,5.1,71
tt1856022,7.6,487
tt1856037,6.4,112
tt1856038,5.5,346
tt1856047,5.6,3296
tt1856053,5.7,1166
tt1856057,6.6,1497
tt1856101,8.0,500807
tt1856694,7.9,25
tt1856711,7.2,45
tt1856712,6.6,16
tt1856748,3.9,587
tt1856770,3.9,321
tt1857650,6.3,106
tt1857670,8.2,5346
tt1857736,4.3,7
tt1857740,6.0,123
tt1857766,7.7,1264
tt1857797,4.8,606
tt1857819,6.6,892
tt1857824,5.4,878
tt1857842,5.9,2612
tt1857908,4.1,19
tt1857913,5.8,8354
tt1858460,8.2,10
tt1858481,5.7,7133
tt1858483,7.2,26
tt1858522,4.7,606
tt1858582,7.0,453
tt1858729,5.9,97
tt1858799,6.6,243
tt1859438,7.6,5027
tt1859446,6.4,11227
tt1859476,5.0,597
tt1859508,6.7,50
tt1859522,6.8,10338
tt1859546,5.6,45
tt1859573,4.7,154
tt1859578,6.4,48
tt1859588,6.5,174
tt1859603,3.6,1482
tt1859619,7.5,76
tt1859650,6.3,86461
tt1860152,6.0,3175
tt1860175,6.3,64
tt1860181,6.7,4158
tt1860213,5.9,118501
tt1860242,6.9,83696
tt1860260,5.8,246
tt1860294,6.3,52
tt1860308,6.0,18
tt1860318,6.1,343
tt1860336,5.7,141
tt1860353,6.4,90416
tt1860355,7.7,6959
tt1860357,7.1,160467
tt1860359,7.1,1743
tt1861336,6.2,19
tt1861343,3.4,758
tt1861358,6.7,190
tt1861375,6.5,1915
tt1861411,6.7,62
tt1861421,5.6,1342
tt1861982,7.2,2463
tt1862020,7.3,456
tt1862079,7.0,123773
tt1862084,6.5,22
tt1862444,5.1,191
tt1862458,6.8,15
tt1862479,7.0,17
tt1863146,8.0,8
tt1863192,7.6,4293
tt1863201,5.1,4194
tt1863203,4.4,1302
tt1863231,6.3,8
tt1863262,6.7,27
tt1863268,5.7,506
tt1863292,8.2,42
tt1863293,5.3,174
tt1863296,6.9,176
tt1863299,8.3,8
tt1863305,4.9,544
tt1863338,6.9,139
tt1863347,6.5,2797
tt1863352,5.6,202
tt1863406,7.1,331
tt1864253,8.2,53
tt1864374,5.4,17
tt1864405,6.1,2031
tt1864410,8.9,9
tt1864411,5.7,134
tt1864437,7.0,8
tt1864488,8.3,9
tt1864494,4.1,1245
tt1864526,5.4,447
tt1864557,6.4,2012
tt1864559,7.7,23
tt1865291,7.0,45
tt1865304,7.1,14
tt1865335,4.4,599
tt1865346,4.5,2642
tt1865349,5.1,45
tt1865357,7.0,1107
tt1865364,7.2,139
tt1865375,7.2,193
tt1865404,4.2,29
tt1865425,7.5,4927
tt1865446,6.0,28
tt1865460,6.6,349
tt1865484,6.5,87
tt1865503,5.2,438
tt1865505,8.1,55366
tt1865517,7.4,11
tt1865545,4.2,1217
tt1865573,4.5,3677
tt1866132,6.7,28
tt1866205,6.0,2808
tt1866249,7.2,42064
tt1866251,3.2,976
tt1866919,5.5,667
tt1866931,6.6,649
tt1867035,3.9,84
tt1867043,5.3,88
tt1867086,4.7,991
tt1867093,5.6,9763
tt1867101,6.3,2291
tt1867121,6.0,159
tt1867521,6.2,31
tt1867566,6.9,754
tt1867570,5.8,29
tt1867616,7.0,71
tt1867623,6.7,6
tt1867984,5.8,106
tt1867988,6.2,179
tt1868056,7.0,30
tt1868070,4.7,229
tt1868092,5.9,316
tt1869226,7.0,2734
tt1869296,5.6,2848
tt1869347,6.3,21187
tt1869359,6.8,63
tt1869416,6.6,2917
tt1869453,7.6,131
tt1869458,4.8,31
tt1869470,5.5,9858
tt1869514,5.4,281
tt1869631,8.2,28
tt1869640,6.4,483
tt1869682,7.4,2272
tt1869716,6.8,49554
tt1869721,5.9,1673
tt1870419,5.7,8986
tt1870425,4.4,8528
tt1870432,1.0,516
tt1870484,4.9,219
tt1870507,7.7,29
tt1870527,4.3,2265
tt1870529,6.4,6400
tt1870548,6.5,577
tt1870570,8.6,10
tt1871191,5.7,13
tt1871309,4.9,53
tt1871391,5.1,80
tt1871417,7.1,94
tt1872083,6.2,131
tt1872084,6.6,1956
tt1872101,6.8,1076
tt1872102,6.8,1064
tt1872124,6.6,521
tt1872167,7.1,539
tt1872181,6.6,436614
tt1872194,7.4,185237
tt1872220,6.6,445
tt1872798,5.6,109
tt1872799,7.4,12
tt1872818,6.7,37207
tt1872819,7.0,1508
tt1872823,5.9,17
tt1872880,6.5,5097
tt1873536,5.4,35
tt1873608,5.2,16
tt1874416,6.1,228
tt1874451,5.4,331
tt1874522,7.8,4234
tt1874649,2.6,684
tt1874789,6.3,956
tt1874824,6.4,102
tt1876229,4.0,29
tt1876263,6.0,74
tt1876277,7.2,20364
tt1876330,5.8,1379
tt1876360,6.1,485
tt1876409,7.2,14
tt1876451,5.7,6059
tt1876517,3.1,585
tt1876527,8.2,14
tt1877543,4.9,5939
tt1877560,3.1,40
tt1877580,6.0,79
tt1877602,6.5,557
tt1877624,5.3,45
tt1877646,3.7,109
tt1877688,5.2,1100
tt1877707,3.0,482
tt1877722,5.5,11
tt1877797,4.5,910
tt1877803,5.8,186
tt1877832,7.9,680519
tt1877890,2.9,196
tt1878841,4.5,15474
tt1878870,7.3,113707
tt1878894,5.1,41
tt1878917,6.4,178
tt1878942,5.7,7934
tt1879022,6.0,24
tt1879030,5.5,6672
tt1879032,5.2,11732
tt1879066,5.5,248
tt1879078,3.2,381
tt1880111,7.0,35
tt1880230,5.0,9
tt1880293,2.4,289
tt1880313,3.2,299
tt1880377,6.5,84
tt1880399,6.8,14562
tt1880412,6.5,73
tt1880418,6.3,1599
tt1880419,6.4,17
tt1880923,6.4,73
tt1880984,4.4,515
tt1880995,7.5,18
tt1881002,5.6,43331
tt1881010,8.1,802
tt1881012,6.9,89
tt1881024,5.1,4714
tt1881045,5.8,303
tt1881109,4.6,2437
tt1883121,7.3,2713
tt1883133,5.8,14
tt1883168,6.1,357
tt1883179,5.2,80
tt1883180,7.0,17720
tt1883184,3.6,150
tt1883187,3.8,29
tt1883236,5.9,26
tt1883269,4.1,520
tt1883367,2.7,15888
tt1883386,7.2,62
tt1883397,6.0,171
tt1883399,3.1,26
tt1883400,5.2,41
tt1884258,6.1,173
tt1884268,6.8,3190
tt1884312,4.3,774
tt1884318,3.5,2421
tt1884354,3.9,139
tt1884378,3.4,603
tt1884457,5.0,4094
tt1884495,5.7,183
tt1885171,6.4,76
tt1885247,7.2,118
tt1885264,8.1,21
tt1885265,5.6,7724
tt1885266,6.1,50
tt1885299,6.1,3482
tt1885322,6.3,65
tt1885325,4.4,244
tt1885331,6.1,3773
tt1885344,6.1,140
tt1885377,7.5,27
tt1885424,5.0,7
tt1885431,6.9,127
tt1885448,4.5,519
tt1886449,5.6,213
tt1886486,4.7,25
tt1886493,4.6,17071
tt1886502,6.7,1387
tt1886531,6.5,3409
tt1886534,7.1,16
tt1886593,6.1,158
tt1886651,5.0,851
tt1886693,6.1,78
tt1886740,6.5,293
tt1886770,5.7,64
tt1887669,4.4,112
tt1887746,4.0,892
tt1887763,6.3,2262
tt1887784,6.2,123
tt1887785,6.7,1400
tt1887807,3.1,682
tt1887818,7.4,51
tt1887820,5.5,341
tt1887853,6.2,212
tt1887907,6.1,8
tt1887935,6.6,1015
tt1887945,5.5,159
tt1887955,5.2,131
tt1888595,6.9,75
tt1888618,6.0,12
tt1889440,5.6,1590
tt1890342,4.9,198
tt1890349,7.1,84
tt1890363,6.7,2483
tt1890373,6.8,4745
tt1890375,4.8,2998
tt1890377,5.5,1704
tt1890391,5.6,562
tt1890417,5.7,597
tt1890445,5.7,243
tt1890465,6.2,46
tt1890472,6.7,179
tt1890493,6.6,3402
tt1890513,4.9,2583
tt1890546,4.9,311
tt1890550,6.3,13
tt1891747,5.7,773
tt1891755,6.2,10636
tt1891757,8.2,8770
tt1891769,7.3,4090
tt1891788,6.7,1214
tt1891790,7.3,19
tt1891825,8.6,162
tt1891832,5.5,43
tt1891845,7.3,1268
tt1891884,4.5,7026
tt1891885,5.2,158
tt1891905,4.3,1092
tt1891923,4.5,2443
tt1891942,7.0,1546
tt1891956,7.5,179
tt1891968,6.3,161
tt1891970,4.8,328
tt1891974,6.6,2792
tt1893188,6.3,79
tt1893195,6.6,7538
tt1893256,6.2,69318
tt1893261,6.3,79
tt1893269,7.2,949
tt1893273,6.7,11737
tt1893326,6.3,855
tt1893371,2.5,735
tt1893387,6.0,10
tt1893409,5.0,12
tt1894470,9.7,120
tt1894471,5.6,29
tt1894476,6.5,29489
tt1894537,6.0,58
tt1894561,6.2,1604
tt1895315,7.1,38592
tt1895369,5.2,7
tt1895373,6.5,33
tt1895408,6.3,78
tt1895420,5.9,20
tt1895438,6.1,8
tt1895466,6.1,1790
tt1895476,7.2,456
tt1895484,7.9,1647
tt1895587,8.1,443269
tt1895591,5.7,53
tt1896753,6.8,964
tt1896755,3.7,205
tt1896767,4.1,50
tt1896781,5.1,100
tt1896788,6.4,1626
tt1896849,2.8,150
tt1897939,6.7,98
tt1897941,6.3,195
tt1897945,6.4,705
tt1897947,6.0,8
tt1897949,6.8,612
tt1897962,5.7,115
tt1899107,5.2,127
tt1899117,5.2,227
tt1899142,5.7,3168
tt1899240,7.3,941
tt1899270,6.9,770
tt1899274,6.8,49
tt1899284,7.1,13
tt1899285,4.3,1989
tt1899324,3.6,1567
tt1899331,6.3,122
tt1899353,7.6,197165
tt1899354,4.5,111
tt1900817,4.6,400
tt1900854,6.1,1583
tt1900856,5.4,164
tt1900886,6.7,386
tt1900891,6.2,1643
tt1900893,7.1,3818
tt1900908,5.7,6611
tt1900973,5.0,272
tt1901024,4.7,21015
tt1901033,5.3,816
tt1901040,6.3,9642
tt1904835,5.6,546
tt1904875,7.0,371
tt1904887,5.8,924
tt1904889,7.2,29
tt1904899,6.3,235
tt1904929,6.2,593
tt1904937,6.3,814
tt1904996,6.2,119198
tt1905000,7.0,8
tt1905003,6.5,594
tt1905010,5.9,1332
tt1905014,7.4,67
tt1905040,5.7,24377
tt1905041,7.0,381891
tt1905042,6.9,3112
tt1905059,6.4,888
tt1906329,5.8,5255
tt1906344,7.2,44
tt1906347,6.1,861
tt1906353,7.1,46
tt1906384,4.7,737
tt1906386,8.2,2661
tt1906389,5.7,142
tt1906396,7.4,67
tt1906398,6.0,165
tt1906425,6.1,61
tt1906426,6.9,4748
tt1906443,6.9,150
tt1906446,6.1,471
tt1906470,5.7,334
tt1906518,6.8,1883
tt1907617,5.7,485
tt1907622,8.0,47
tt1907628,5.4,112
tt1907657,6.1,62
tt1907668,7.3,338168
tt1907680,6.2,17
tt1907688,4.5,146
tt1907707,6.0,2170
tt1907717,5.0,134
tt1907731,5.3,4914
tt1907761,7.8,6729
tt1907779,4.6,5339
tt1908504,5.9,63
tt1908514,5.0,123
tt1908556,4.0,80
tt1908594,6.2,93
tt1909796,7.7,1667
